Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Qin C., Zhou W.-R., Fang H.-Q., Lu W.-Z., Lee E.W.","57218499578;57680795400;57682193600;56697695300;7406966866;","Optimization of return vent height for stratified air distribution system with impinging jet supply satisfying threshold of |PMV| < 0.5",2022,"Journal of Cleaner Production","359",,"132033","","",,1,"10.1016/j.jclepro.2022.132033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129945697&doi=10.1016%2fj.jclepro.2022.132033&partnerID=40&md5=a11cf369d3aa820fb798f71e0826e42b","Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; Industrial & Consumer Team, Chiaphua Components Group, Guangdong, Shenzhen, 518000, China","Qin, C., Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; Zhou, W.-R., Industrial & Consumer Team, Chiaphua Components Group, Guangdong, Shenzhen, 518000, China; Fang, H.-Q., Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; Lu, W.-Z., Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong; Lee, E.W., Department of Architecture and Civil Engineering, City University of Hong Kong, Hong Kong Special Administrative Region, Hong Kong","Lu, W.-Z.; Department of Architecture and Civil Engineering, Hong Kong Special Administrative Region, Hong Kong; email: bcwzlu@cityu.edu.hk",,"Elsevier Ltd",09596526,,JCROE,,"English","J. Clean. Prod.",Article,"Final","",Scopus,2-s2.0-85129945697
"Lim J., Choi W., Akashi Y., Yoshimoto N., Ooka R.","55673143000;55119500100;15831158200;57202681344;6602835302;","Bayesian prediction model of thermally satisfied occupants considering stochasticity due to inter- and intra-individual thermal sensation variations",2022,"Journal of Building Engineering","52",,"104414","","",,2,"10.1016/j.jobe.2022.104414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127473794&doi=10.1016%2fj.jobe.2022.104414&partnerID=40&md5=9836360b328c7e99c59f946a2352fa08","Department of Architectural Engineering, Kangwon National University, Chuncheon-si, Kangwon-do, South Korea; Department of Integrated Energy and Infra System, Kangwon National University, Chuncheon-si, Kangwon-do, South Korea; School of Architecture, Chonnam National University, Buk-gu, Gwangju, South Korea; Department of Architecture, The University of Tokyo, Bunkyo-ku, Tokyo, Japan; Center for Exploratory Research, R&D Group, Hitachi, Ltd., Bunkyo-ku, Tokyo, Japan; Institute of Industrial Science, The University of Tokyo, Meguro-ku, Tokyo, Japan","Lim, J., Department of Architectural Engineering, Kangwon National University, Chuncheon-si, Kangwon-do, South Korea, Department of Integrated Energy and Infra System, Kangwon National University, Chuncheon-si, Kangwon-do, South Korea; Choi, W., School of Architecture, Chonnam National University, Buk-gu, Gwangju, South Korea; Akashi, Y., Department of Architecture, The University of Tokyo, Bunkyo-ku, Tokyo, Japan; Yoshimoto, N., Center for Exploratory Research, R&D Group, Hitachi, Ltd., Bunkyo-ku, Tokyo, Japan; Ooka, R., Institute of Industrial Science, The University of Tokyo, Meguro-ku, Tokyo, Japan","Choi, W.; School of Architecture, Buk-gu, South Korea; email: wonjun.choi@jnu.ac.kr",,"Elsevier Ltd",23527102,,,,"English","J. Build. Eng.",Article,"Final","",Scopus,2-s2.0-85127473794
"Geng Y., Ji W., Xie Y., Lin B., Zhuang W.","24075782800;56898472000;57191880917;7403508277;57669467700;","A sub-sequence clustering method for identifying daily indoor environmental patterns from massive time-series data",2022,"Automation in Construction","139",,"104303","","",,,"10.1016/j.autcon.2022.104303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129485834&doi=10.1016%2fj.autcon.2022.104303&partnerID=40&md5=16b1b90b9fa3fe7c61fd043060edeaed","School of Architecture, Tsinghua University, Beijing, 100084, China; Key Laboratory of Eco Planning & Green Building, Ministry of Education, Tsinghua University, China; Beijing Key Laboratory of Indoor Air Quality Evaluation and Control, Tsinghua University, Beijing, China; Department of Energy and Power Engineering, School of Mechanical Engineering, Beijing Institute of Technology, Beijing, China; Architectural Design & Research Institute of Tsinghua University, Beijing, China","Geng, Y., School of Architecture, Tsinghua University, Beijing, 100084, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education, Tsinghua University, China, Beijing Key Laboratory of Indoor Air Quality Evaluation and Control, Tsinghua University, Beijing, China; Ji, W., Department of Energy and Power Engineering, School of Mechanical Engineering, Beijing Institute of Technology, Beijing, China; Xie, Y., School of Architecture, Tsinghua University, Beijing, 100084, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education, Tsinghua University, China, Beijing Key Laboratory of Indoor Air Quality Evaluation and Control, Tsinghua University, Beijing, China; Lin, B., School of Architecture, Tsinghua University, Beijing, 100084, China, Key Laboratory of Eco Planning & Green Building, Ministry of Education, Tsinghua University, China, Beijing Key Laboratory of Indoor Air Quality Evaluation and Control, Tsinghua University, Beijing, China; Zhuang, W., School of Architecture, Tsinghua University, Beijing, 100084, China, Architectural Design & Research Institute of Tsinghua University, Beijing, China","Lin, B.; School of Architecture, China; email: linbr@tsinghua.edu.cn",,"Elsevier B.V.",09265805,,AUCOE,,"English","Autom Constr",Article,"Final","",Scopus,2-s2.0-85129485834
"Malik J., Azar E., Mahdavi A., Hong T.","57202199627;36975172200;57566083900;7202830430;","A level-of-details framework for representing occupant behavior in agent-based models",2022,"Automation in Construction","139",,"104290","","",,1,"10.1016/j.autcon.2022.104290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127786140&doi=10.1016%2fj.autcon.2022.104290&partnerID=40&md5=b0b46d63bed46a6e3e63ac19738ac52b","Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, CA  94720, United States; Department of Industrial and Systems Engineering, Khalifa University of Science and Technology, United Arab Emirates; Department of Building Physics and Building Ecology, TU Wien, Austria","Malik, J., Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, CA  94720, United States; Azar, E., Department of Industrial and Systems Engineering, Khalifa University of Science and Technology, United Arab Emirates; Mahdavi, A., Department of Building Physics and Building Ecology, TU Wien, Austria; Hong, T., Building Technology and Urban Systems Division, Lawrence Berkeley National Laboratory, One Cyclotron Road, Berkeley, CA  94720, United States","Hong, T.; Building Technology and Urban Systems Division, One Cyclotron Road, United States; email: thong@lbl.gov",,"Elsevier B.V.",09265805,,AUCOE,,"English","Autom Constr",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85127786140
"Abdelrahman M.M., Miller C.","57209336109;55907251600;","Targeting occupant feedback using digital twins: Adaptive spatial–temporal thermal preference sampling to optimize personal comfort models",2022,"Building and Environment","218",,"109090","","",,,"10.1016/j.buildenv.2022.109090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129105272&doi=10.1016%2fj.buildenv.2022.109090&partnerID=40&md5=2fb44da2c23292731216660c600d1edc","Department of the Built Environment, College of Design and Engineering, National University of Singapore (NUS), Singapore","Abdelrahman, M.M., Department of the Built Environment, College of Design and Engineering, National University of Singapore (NUS), Singapore; Miller, C., Department of the Built Environment, College of Design and Engineering, National University of Singapore (NUS), Singapore","Miller, C.; Department of the Built Environment, Singapore; email: clayton@nus.edus.sg",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85129105272
"Yin P., Ji Y., Xie J., Liu J., Hou Q., Zhao S., Jing P.","57222811690;56506080700;53985779800;57205144052;57222812458;57222812903;57477703600;","Residential wintry thermal comfort and adaptive behaviors in a cold climate in Beijing, China",2022,"Energy and Buildings","265",,"111942","","",,,"10.1016/j.enbuild.2022.111942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128995145&doi=10.1016%2fj.enbuild.2022.111942&partnerID=40&md5=5e85ae6f0df642479c7c0671d9a42ec1","College of Architecture and Civil Engineering, Beijing University of Technology, China","Yin, P., College of Architecture and Civil Engineering, Beijing University of Technology, China; Ji, Y., College of Architecture and Civil Engineering, Beijing University of Technology, China; Xie, J., College of Architecture and Civil Engineering, Beijing University of Technology, China; Liu, J., College of Architecture and Civil Engineering, Beijing University of Technology, China; Hou, Q., College of Architecture and Civil Engineering, Beijing University of Technology, China; Zhao, S., College of Architecture and Civil Engineering, Beijing University of Technology, China; Jing, P., College of Architecture and Civil Engineering, Beijing University of Technology, China","Xie, J.; College of Architecture and Civil Engineering, No. 100 Pingleyuan, Chaoyang District, China; email: xiejc@bjut.edu.cn",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85128995145
"Yao R., Zhang S., Du C., Schweiker M., Hodder S., Olesen B.W., Toftum J., Romana d'Ambrosio F., Gebhardt H., Zhou S., Yuan F., Li B.","10243864900;57211961185;56296916300;26327037800;7003521150;55257262900;6601979566;57203527400;57578508600;57211169810;57211620974;23987586200;","Evolution and performance analysis of adaptive thermal comfort models – A comprehensive literature review",2022,"Building and Environment","217",,"109020","","",,2,"10.1016/j.buildenv.2022.109020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128316530&doi=10.1016%2fj.buildenv.2022.109020&partnerID=40&md5=fa6715a2deed78e2c2214203c2a3655e","School of Civil Engineering, Chongqing University, China; School of the Built Environment, University of Reading, UK, United Kingdom; RWTH Aachen University, Medical Faculty, Institute for Occupational, Social and Environmental Medicine, Healthy Living Spaces Lab, Germany; Environmental Ergonomics Research Centre, School of Design & Creative Arts, Loughborough University, UK, United Kingdom; Section for Indoor Environment, Department of Civil Engineering, Technical University of Denmark, Denmark; Department of Industrial Engineering, University of Salerno, Italy; Institute of Occupational Health, Safety and Ergonomics (Institute ASER e.V.), Wuppertal, Germany","Yao, R., School of Civil Engineering, Chongqing University, China, School of the Built Environment, University of Reading, UK, United Kingdom; Zhang, S., School of Civil Engineering, Chongqing University, China, School of the Built Environment, University of Reading, UK, United Kingdom; Du, C., School of Civil Engineering, Chongqing University, China; Schweiker, M., RWTH Aachen University, Medical Faculty, Institute for Occupational, Social and Environmental Medicine, Healthy Living Spaces Lab, Germany; Hodder, S., Environmental Ergonomics Research Centre, School of Design & Creative Arts, Loughborough University, UK, United Kingdom; Olesen, B.W., Section for Indoor Environment, Department of Civil Engineering, Technical University of Denmark, Denmark; Toftum, J., Section for Indoor Environment, Department of Civil Engineering, Technical University of Denmark, Denmark; Romana d'Ambrosio, F., Department of Industrial Engineering, University of Salerno, Italy; Gebhardt, H., Institute of Occupational Health, Safety and Ergonomics (Institute ASER e.V.), Wuppertal, Germany; Zhou, S., School of Civil Engineering, Chongqing University, China; Yuan, F., School of Civil Engineering, Chongqing University, China, School of the Built Environment, University of Reading, UK, United Kingdom; Li, B., School of Civil Engineering, Chongqing University, China","Li, B.; School of Civil Engineering, China; email: baizhanli@cqu.edu.cn",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Review,"Final","",Scopus,2-s2.0-85128316530
"Özbey M.F., Turhan C.","57219871456;56011415300;","A comprehensive comparison and accuracy of different methods to obtain mean radiant temperature in indoor environment",2022,"Thermal Science and Engineering Progress","31",,"101295","","",,,"10.1016/j.tsep.2022.101295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128297328&doi=10.1016%2fj.tsep.2022.101295&partnerID=40&md5=0b74acbee3552bf32341ff46a4da7eb5","Atılım University, Graduate School of Natural and Applied Sciences, Department of Mechanical Engineering, Kızılcaşar Mahallesi, 06830 İncek Gölbaşı, Ankara, Turkey; Atılım University, Faculty of Engineering, Department of Mechanical Engineering, Kızılcaşar Mahallesi, 06830 İncek Gölbaşı, Ankara, Turkey; Atılım University, Faculty of Engineering, Department of Energy Systems Engineering, Kızılcaşar Mahallesi, 06830 İncek Gölbaşı, Ankara, Turkey","Özbey, M.F., Atılım University, Graduate School of Natural and Applied Sciences, Department of Mechanical Engineering, Kızılcaşar Mahallesi, 06830 İncek Gölbaşı, Ankara, Turkey, Atılım University, Faculty of Engineering, Department of Mechanical Engineering, Kızılcaşar Mahallesi, 06830 İncek Gölbaşı, Ankara, Turkey; Turhan, C., Atılım University, Faculty of Engineering, Department of Energy Systems Engineering, Kızılcaşar Mahallesi, 06830 İncek Gölbaşı, Ankara, Turkey","Özbey, M.F.; Graduate School of Natural and Applied Sciences, Turkey; email: furkan.ozbey@atilim.edu.tr",,"Elsevier Ltd",24519049,,,,"English","Therm. Sci. Eng. Prog.",Article,"Final","",Scopus,2-s2.0-85128297328
"Ganesh G.A., Sinha S.L., Verma T.N., Dewangan S.K.","57212583783;56297412300;56298077900;57188820026;","Numerical simulation for energy consumption and thermal comfort in a naturally ventilated indoor environment under different orientations of inlet diffuser",2022,"Building and Environment","217",,"109071","","",,,"10.1016/j.buildenv.2022.109071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128215328&doi=10.1016%2fj.buildenv.2022.109071&partnerID=40&md5=5e6eed2548de9672b59aefc58e96dbd8","Department of Mechanical Engineering, National Institute of Technology Raipur492013, India; Department of Mechanical Engineering, Maulana Azad National Institute of Technology Bhopal462003, India","Ganesh, G.A., Department of Mechanical Engineering, National Institute of Technology Raipur492013, India; Sinha, S.L., Department of Mechanical Engineering, National Institute of Technology Raipur492013, India; Verma, T.N., Department of Mechanical Engineering, Maulana Azad National Institute of Technology Bhopal462003, India; Dewangan, S.K., Department of Mechanical Engineering, National Institute of Technology Raipur492013, India","Verma, T.N.; Department of Mechanical Engineering, India; email: verma.tikks@gmail.com",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85128215328
"Zhong B., Guo J., Zhang L., Wu H., Li H., Wang Y.","23975246400;57245460600;57575420700;57205511865;8692514900;57245460700;","A blockchain-based framework for on-site construction environmental monitoring: Proof of concept",2022,"Building and Environment","217",,"109064","","",,,"10.1016/j.buildenv.2022.109064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128201052&doi=10.1016%2fj.buildenv.2022.109064&partnerID=40&md5=9ca9e0929dc2239fef073d0ddfe9ff05","School of Civil Engineering and Mechanics, Huazhong University of Science and Technology, Hubei430074, China; Department of Building and Real Estate, The Hong Kong Polytechnic University, Hong Kong","Zhong, B., School of Civil Engineering and Mechanics, Huazhong University of Science and Technology, Hubei430074, China; Guo, J., School of Civil Engineering and Mechanics, Huazhong University of Science and Technology, Hubei430074, China; Zhang, L., School of Civil Engineering and Mechanics, Huazhong University of Science and Technology, Hubei430074, China; Wu, H., Department of Building and Real Estate, The Hong Kong Polytechnic University, Hong Kong; Li, H., Department of Building and Real Estate, The Hong Kong Polytechnic University, Hong Kong; Wang, Y., School of Civil Engineering and Mechanics, Huazhong University of Science and Technology, Hubei430074, China","Wu, H.; Department of Building and Real Estate, Hong Kong; email: haitao.wu@connect.polyu.hk",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","",Scopus,2-s2.0-85128201052
"Zhang T., Gu J., Ardakanian O., Kim J.","57208879004;57565682500;35242108200;57135548100;","Addressing data inadequacy challenges in personal comfort models by combining pretrained comfort models",2022,"Energy and Buildings","264",,"112068","","",,,"10.1016/j.enbuild.2022.112068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127788447&doi=10.1016%2fj.enbuild.2022.112068&partnerID=40&md5=2afe7f038447d1c324eb9d3b02a07790","Department of Computing Science, University of Alberta, Edmonton, T6G 2E8, Canada; Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, N2L 3G1, Canada","Zhang, T., Department of Computing Science, University of Alberta, Edmonton, T6G 2E8, Canada; Gu, J., Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, N2L 3G1, Canada; Ardakanian, O., Department of Computing Science, University of Alberta, Edmonton, T6G 2E8, Canada; Kim, J., Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, N2L 3G1, Canada","Ardakanian, O.; Department of Computing Science, Canada; email: ardakanian@ualberta.ca",,"Elsevier Ltd",03787788,,ENEBD,,"English","Energy Build.",Article,"Final","",Scopus,2-s2.0-85127788447
"Malik J., Mahdavi A., Azar E., Chandra Putra H., Berger C., Andrews C., Hong T.","57202199627;57566083900;36975172200;57211658908;57210910056;7201809349;7202830430;","Ten questions concerning agent-based modeling of occupant behavior for energy and environmental performance of buildings",2022,"Building and Environment","217",,"109016","","",,1,"10.1016/j.buildenv.2022.109016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127751649&doi=10.1016%2fj.buildenv.2022.109016&partnerID=40&md5=19332d4a8fdce0a6925192813caaae79","Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA, United States; Department of Building Physics and Building Ecology, TU Wien, Austria; Department of Industrial and Systems Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Architecture, Design and Media Technology at Aalborg University, Denmark; Center for Green Building, Rutgers UniversityNJ, United States","Malik, J., Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA, United States; Mahdavi, A., Department of Building Physics and Building Ecology, TU Wien, Austria; Azar, E., Department of Industrial and Systems Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Chandra Putra, H., Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA, United States; Berger, C., Department of Architecture, Design and Media Technology at Aalborg University, Denmark; Andrews, C., Center for Green Building, Rutgers UniversityNJ, United States; Hong, T., Building Technology and Urban Systems Division, Lawrence Berkeley National LaboratoryCA, United States","Hong, T.; Building Technology and Urban Systems Division, United States; email: thong@lbl.gov",,"Elsevier Ltd",03601323,,BUEND,,"English","Build. Environ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85127751649
"Nouri A.S., Charalampopoulos I., Matzarakis A.","55791758300;56417947800;6602675795;","The application of the physiologically equivalent temperature to determine impacts of locally defined extreme heat events within vulnerable dwellings during the 2020 summer in Ankara",2022,"Sustainable Cities and Society","81",,"103833","","",,,"10.1016/j.scs.2022.103833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126592417&doi=10.1016%2fj.scs.2022.103833&partnerID=40&md5=d59c687e241796a6f2f99ba4721e6dd5","Department of Interior Architecture and Environmental Design, Faculty of Art, Design and Architecture, Bilkent University, Bilkent, 06800, Turkey; Laboratory of General and Agricultural Meteorology, Agricultural University of Athens, Athens, 118 55, Greece; Research Centre Human Biometeorology, German Meteorological Service, Freiburg, D-79104, Germany; Chair of Environmental Meteorology, Faculty of Environment and Natural Resources, Albert-Ludwigs-UniversityD- 79085, Germany","Nouri, A.S., Department of Interior Architecture and Environmental Design, Faculty of Art, Design and Architecture, Bilkent University, Bilkent, 06800, Turkey; Charalampopoulos, I., Laboratory of General and Agricultural Meteorology, Agricultural University of Athens, Athens, 118 55, Greece; Matzarakis, A., Research Centre Human Biometeorology, German Meteorological Service, Freiburg, D-79104, Germany, Chair of Environmental Meteorology, Faculty of Environment and Natural Resources, Albert-Ludwigs-UniversityD- 79085, Germany","Nouri, A.S.; Department of Interior Architecture and Environmental Design, Turkey; email: andre.nouri@bilkent.edu.tr",,"Elsevier Ltd",22106707,,,,"English","Sustainable Cities Soc.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85126592417
"Feng Y., Liu S., Wang J., Yang J., Jao Y.-L., Wang N.","57212803546;37091147600;57191309794;57484322000;56650809800;57220198679;","Data-driven personal thermal comfort prediction: A literature review",2022,"Renewable and Sustainable Energy Reviews","161",,"112357","","",,1,"10.1016/j.rser.2022.112357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126102278&doi=10.1016%2fj.rser.2022.112357&partnerID=40&md5=1fcff743961130b39f97f66a0eaa2d47","Department of Architectural Engineering, Penn State University, University ParkPA  16802, United States; Department of Civil and Environmental Engineering, Worcester Polytechnic Institute, Worcester, MA  01609, United States; School of Electrical Engineering and Computer Science, Penn State University, University ParkPA  16802, United States; Ross and Carol Nese College of Nursing, Penn State University, University ParkPA  16802, United States","Feng, Y., Department of Architectural Engineering, Penn State University, University ParkPA  16802, United States; Liu, S., Department of Civil and Environmental Engineering, Worcester Polytechnic Institute, Worcester, MA  01609, United States; Wang, J., Department of Architectural Engineering, Penn State University, University ParkPA  16802, United States; Yang, J., School of Electrical Engineering and Computer Science, Penn State University, University ParkPA  16802, United States; Jao, Y.-L., Ross and Carol Nese College of Nursing, Penn State University, University ParkPA  16802, United States; Wang, N., Department of Architectural Engineering, Penn State University, University ParkPA  16802, United States","Wang, J.; Department of Architectural Engineering, United States; email: julian.wang@psu.edu",,"Elsevier Ltd",13640321,,RSERF,,"English","Renewable Sustainable Energy Rev",Review,"Final","",Scopus,2-s2.0-85126102278
"Nishihara N., Xiong J., Kim J., Zhu H., de Dear R.","6701468687;56068339200;57189969323;57451922800;57509153500;","Effect of adaptive opportunity on cognitive performance in warm environments",2022,"Science of the Total Environment","823",,"153698","","",,,"10.1016/j.scitotenv.2022.153698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124597879&doi=10.1016%2fj.scitotenv.2022.153698&partnerID=40&md5=2a9a6f9bdde4a374b9b506c84decb403","Indoor Environmental Quality Laboratory, School of Architecture Design and Planning, The University of SydneyNSW, Australia; Faculty of Liberal Arts, University of the Sacred Heart, Tokyo, Japan; School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China","Nishihara, N., Indoor Environmental Quality Laboratory, School of Architecture Design and Planning, The University of SydneyNSW, Australia, Faculty of Liberal Arts, University of the Sacred Heart, Tokyo, Japan; Xiong, J., Indoor Environmental Quality Laboratory, School of Architecture Design and Planning, The University of SydneyNSW, Australia; Kim, J., Indoor Environmental Quality Laboratory, School of Architecture Design and Planning, The University of SydneyNSW, Australia; Zhu, H., Indoor Environmental Quality Laboratory, School of Architecture Design and Planning, The University of SydneyNSW, Australia, School of Environmental and Municipal Engineering, Qingdao University of Technology, Qingdao, China; de Dear, R., Indoor Environmental Quality Laboratory, School of Architecture Design and Planning, The University of SydneyNSW, Australia","de Dear, R.; Rm 561, Australia; email: richard.dedear@sydney.edu.au",,"Elsevier B.V.",00489697,,STEVA,"35158287","English","Sci. Total Environ.",Article,"Final","",Scopus,2-s2.0-85124597879
"Jian Y., Liu J., Pei Z., Chen J.","7005805942;57439859600;56427563800;57439514600;","Occupants’ tolerance of thermal discomfort before turning on air conditioning in summer and the effects of age and gender",2022,"Journal of Building Engineering","50",,"104099","","",,2,"10.1016/j.jobe.2022.104099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123996139&doi=10.1016%2fj.jobe.2022.104099&partnerID=40&md5=d9a51745cb6c47c16e36511bc3ef33a7","Faculty of Urban Construction, Beijing University of Technology, Beijing, 100124, China; Beijing Key Laboratory of Green Built Environment and Energy Efficient Technology, Beijing, 100124, China; College of Health and Environment, Beijing Union University, Beijing, 100029, China","Jian, Y., Faculty of Urban Construction, Beijing University of Technology, Beijing, 100124, China, Beijing Key Laboratory of Green Built Environment and Energy Efficient Technology, Beijing, 100124, China; Liu, J., Faculty of Urban Construction, Beijing University of Technology, Beijing, 100124, China; Pei, Z., Faculty of Urban Construction, Beijing University of Technology, Beijing, 100124, China; Chen, J., College of Health and Environment, Beijing Union University, Beijing, 100029, China","Jian, Y.; Faculty of Urban Construction, No. 100 Pingleyuan, Chaoyang District, China; email: jianyiwen@bjut.edu.cn",,"Elsevier Ltd",23527102,,,,"English","J. Build. Eng.",Article,"Final","",Scopus,2-s2.0-85123996139
